S.No.,Timestamp,QuestionId,ResponseId,QuestionDesc,ResultText,ResultTextPred,Summary,SentimentRating,access_to_resources/info,Communication/Responsiveness,Customer Service/Support,Delivery,General Negative,General Positive,Immaterial Feedback,Installation,Knowledge/Expertise,Meet Needs/Requirements/Commitments
6351,02/10/2022 03:55:47,Q04_9,R_1KpgJKSp8gwav1Q,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6352,02/10/2022 03:55:47,Q04_9,R_2rNnjeKDEf58nO3,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6353,02/10/2022 03:55:47,Q04_9,R_1n3MOcS836XL99k,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6354,02/10/2022 03:55:47,Q04_9,R_OPXUOD0Fye9akM1,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6355,02/10/2022 03:55:47,Q04_9,R_3Pw95vFMmcZZq6B,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6356,02/10/2022 03:55:47,Q04_9,R_2rVnuHSECwwXLDD,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6357,02/10/2022 03:55:47,Q04_9,R_1P0l69fyCO0dNDW,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6358,02/10/2022 03:55:47,Q04_9,R_2wAyzDohDq4YYJ9,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6359,02/10/2022 03:55:47,Q04_9,R_1OkGpbcCqTppwPL,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6360,02/10/2022 03:55:47,Q04_9,R_2TOfvruvKxLMa2q,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6361,02/10/2022 03:55:47,Q04_9,R_6KDldpTq5WDFo7T,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6362,02/10/2022 03:55:47,Q04_9,R_31jzJpWpDZqVNPB,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6363,02/10/2022 03:56:47,Q04_9,R_2OMFsYAnABUNptT,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6364,02/10/2022 03:56:47,Q04_9,R_PLFU8k9wk2rkTAd,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6365,02/10/2022 03:56:47,Q04_9,R_3L1EoSndsFRrzwb,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6366,02/10/2022 03:56:47,Q04_9,R_1H6SBn19pC1lC9y,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6367,02/10/2022 03:56:47,Q04_9,R_8oIASfe6Nx42XxT,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6368,02/10/2022 03:56:47,Q04_9,R_2PzXJy3VJWbbxiw,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6369,02/10/2022 03:56:47,Q04_9,R_30c1T7iApT5sPGV,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6370,02/10/2022 03:56:47,Q04_9,R_1Iuu2LRgI02JIJ6,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6371,02/10/2022 03:56:47,Q04_9,R_1jIFceAPDvH9rXE,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6372,02/10/2022 03:56:47,Q04_9,R_OuHctNDJEUIKr0R,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6373,02/10/2022 03:56:47,Q04_9,R_2cp7nYmp4VCQVvg,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6374,02/10/2022 03:56:47,Q04_9,R_3I5jbymuvMq5avM,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6375,02/10/2022 03:56:47,Q04_9,R_8J5Qah04pLxbm49,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6376,02/10/2022 03:56:47,Q04_9,R_21ixHkK05gmCW0l,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6377,02/10/2022 03:56:58,Q04_9,R_u2o43BFcrSoxGlX,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6378,02/10/2022 03:56:58,Q04_9,R_1GBmSRdEbvm6fta,Reasons for Ease of Contacting Agilent Rating - Selected Choice - Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,Length of time for Agilent to contact me after submitting my request on the phone,,,,,,,,,,,,
6379,12/11/2022 06:29:47,Q04B_5,R_27k7q8TBd4bND85,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6380,12/11/2022 06:29:47,Q04B_5,R_shdlHSQnpH6Q1Tb,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6381,12/11/2022 06:29:47,Q04B_5,R_1QzrckflsCWFr4H,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6382,12/11/2022 06:29:47,Q04B_5,R_2YzxABDKF9L2tMn,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6383,12/11/2022 06:29:47,Q04B_5,R_3MxjptXC7gjD7vU,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6384,02/10/2022 03:56:48,Q04B_5,R_2rJix48N1NK2uGY,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6385,02/10/2022 03:56:48,Q04B_5,R_3DpD3dCxj5sj2mv,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6386,02/10/2022 03:56:48,Q04B_5,R_2D1V2370fZJtU6x,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6387,02/10/2022 03:56:48,Q04B_5,R_3PaTijieyeXkzlj,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6388,02/10/2022 03:56:48,Q04B_5,R_3lQ4o1kN71LXeSu,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6389,02/10/2022 03:56:48,Q04B_5,R_32SgRwul3JLsgxn,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6390,02/10/2022 03:56:48,Q04B_5,R_2t9canxSzI0CpaK,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6391,02/10/2022 03:56:48,Q04B_5,R_WlmkvTIQ3wIU3jb,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6392,02/10/2022 03:56:48,Q04B_5,R_2Vr0Sh3YcV73W3D,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6393,02/10/2022 03:56:48,Q04B_5,R_sO3IZ1kc4SjKc13,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6394,02/10/2022 03:56:48,Q04B_5,R_1LB5HP4mNIPSef0,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6395,02/10/2022 03:56:48,Q04B_5,R_oZXihEdQQWJQO2Z,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6396,02/10/2022 03:56:48,Q04B_5,R_1K782rKoF2tB4Ch,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6397,02/10/2022 03:56:48,Q04B_5,R_2zvl3fC8CZrpzTC,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6398,02/10/2022 03:56:48,Q04B_5,R_1pVx5XlWLM3WcgV,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6399,02/10/2022 03:56:48,Q04B_5,R_1M6ulPL26EXetZI,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6400,02/10/2022 03:56:48,Q04B_5,R_ROzoR96IBwaxLVf,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6401,02/10/2022 03:56:48,Q04B_5,R_Z4z5RWsMeVLe4PD,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6402,02/10/2022 03:56:48,Q04B_5,R_C8srxKhlBON1gDT,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6403,02/10/2022 03:56:48,Q04B_5,R_3kAfRZdz1vwuNsG,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6404,02/10/2022 03:56:48,Q04B_5,R_1gHqDRZJ7SwezC8,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6405,02/10/2022 03:56:48,Q04B_5,R_2xGh0pILiawds48,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6406,02/10/2022 03:56:48,Q04B_5,R_1LdRyOE11mmOgBF,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6407,02/10/2022 03:56:48,Q04B_5,R_5hjiRZNSsoMwJ7b,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6408,02/10/2022 03:56:48,Q04B_5,R_2dAZYoqWmyZF393,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6409,02/10/2022 03:56:48,Q04B_5,R_3lz7kLxcK1ndBR2,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6410,02/10/2022 03:56:48,Q04B_5,R_Ap7f2PMPFg2oOPL,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6411,02/10/2022 03:56:48,Q04B_5,R_1k2kKfAaU6kSpIx,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6412,02/10/2022 03:56:48,Q04B_5,R_1oqgQcl6nqlLs3w,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6413,02/10/2022 03:56:48,Q04B_5,R_3iyUPG7PoWzx9TY,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6414,02/10/2022 03:56:48,Q04B_5,R_RIkxpXQTOPNtVbr,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6415,02/10/2022 03:56:48,Q04B_5,R_2dKdKJqu6mDWWs2,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6416,02/10/2022 03:56:48,Q04B_5,R_24IBVfRAXGnRpsX,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6417,02/10/2022 03:56:48,Q04B_5,R_BqZ5Y6IgB0izo7n,Reasons for Information of Website Rating - Selected Choice - I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,I need more guidance to find answers to my questions,,,,,,,,,,,,
6418,02/10/2022 03:56:48,Q04_XOTHER,R_1GIf61dToYYgDnM,Q04_xother,"La calidad de la llamada fue muy mala al inicio, no había manera de tener una conversación fluida para solucionar el problema.","The call quality was very bad at the beginning, there was no way to have a fluid conversation to solve the problem.",,,,,,,,,,,,
6419,02/10/2022 03:56:48,Q04_XOTHER,R_7WWSoaq6SoylG7v,Q04_xother,???? ???? ??? ?? ??? ? ??,"Because of the coronavirus, it is difficult to connect to the counselor's phone line due to being at home.",,,,,,,,,,,,
6420,02/10/2022 03:56:48,Q04_XOTHER,R_3DcrVsHNscloSal,Q04_xother,????? ??? ?? (???? ??? ???? ??? ??),Tax invoice issuance is late (I heard it has to be processed through Singapore?),,,,,,,,,,,,
6421,02/10/2022 03:56:48,Q04_XOTHER,R_QgJBhYKt1TnF89r,Q04_xother,"even after logging the complaint call there was no reply from customer care service, we have directly interacted the service engineer and invited later he has reported to the customer service.","even after logging the complaint call there was no reply from customer care service, we have directly interacted the service engineer and invited later he has reported to the customer service.",,,,,,,,,,,,
6422,02/10/2022 03:56:48,Q04_XOTHER,R_2e8P3uS8WHyngfY,Q04_xother,"pas d'interlocuteur précis mis à part l'expert technique. trop de changement de personne , d'information, trop de délai dans la gestion des devis","no specific contact apart from the technical expert. too much change of person, information, too much delay in quote management",,,,,,,,,,,,
6423,02/10/2022 03:56:48,Q04_XOTHER,R_WeQmo7391Ro2mv7,Q04_xother,No exact  name of the service,No exact  name of the service,,,,,,,,,,,,
6424,02/10/2022 03:56:48,Q04_XOTHER,R_3EQDmNDlzyE7QOA,Q04_xother,????????????????????????????????????????,"Problems often occurred when your company was closed, and I was often unable to make phone calls.",,,,,,,,,,,,
6425,02/10/2022 03:56:48,Q04_XOTHER,R_23aAGDfdTRSNiOF,Q04_xother,DIfficoltà amministrative immagino abbiano rallentato intervento,I imagine administrative difficulties slowed down the intervention,,,,,,,,,,,,
6426,02/10/2022 03:56:48,Q04_XOTHER,R_2qwLmZ6Mwbo3GRZ,Q04_xother,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,
6427,02/10/2022 03:56:48,Q04_XOTHER,R_1dizHsDKyrwCCjS,Q04_xother,non ho avuto occasione di risoluzioni telefoniche ma solo di programmazione manutenzioni,I have not had the opportunity for telephone resolutions but only for maintenance planning,,,,,,,,,,,,
6428,02/10/2022 03:56:48,Q04_XOTHER,R_xb98bUX96kqOnqV,Q04_xother,"Fehlerbehebung nicht zufriedenstellend, bestehender Fehler so nicht bei Agilent bekannt","Bug fix not satisfactory, existing bug not known to Agilent",,,,,,,,,,,,
6429,02/10/2022 03:56:48,Q04_XOTHER,R_2X5QBywJhhRSXz5,Q04_xother,englannin kieli,English language,,,,,,,,,,,,
6430,02/10/2022 03:56:48,Q04_XOTHER,R_2AM63qXViCAXXQ7,Q04_xother,Agilent accessories support is really bad,Agilent accessories support is really bad,,,,,,,,,,,,
6431,02/10/2022 03:56:48,Q04_XOTHER,R_szhtHSXioRJB3m9,Q04_xother,????????????????????????????,"Every time I am asked for my serial number, company name, full name, and phone number.",,,,,,,,,,,,
6432,02/10/2022 03:56:48,Q04_XOTHER,R_WrpEodRw2VIMeQ1,Q04_xother,It was very good,It was very good,,,,,,,,,,,,
6433,02/10/2022 03:56:48,Q04_XOTHER,R_1l9qxCGFGUO9qK0,Q04_xother,Our Agilent technician did not notify anyone when he was coming nor when he arrived on site.,Our Agilent technician did not notify anyone when he was coming nor when he arrived on site.,,,,,,,,,,,,
6434,02/10/2022 03:56:48,Q04_XOTHER,R_1rPKUwYNvYmzzZj,Q04_xother,???????????????????????,"Since the person in charge is different each time, it is sometimes difficult to respond.",,,,,,,,,,,,
6435,02/10/2022 03:56:48,Q04_XOTHER,R_2wbMi365qwj1YHZ,Q04_xother,Difficulté à trouver les infos de contact mail sur le site WEB,Difficulty finding email contact information on the WEB site,,,,,,,,,,,,
6436,02/10/2022 03:56:48,Q04_XOTHER,R_25FLCKnvVS0SIlS,Q04_xother,??????????????????????????????,It is difficult to explain the situation via email etc. It's hard to tell if it's being communicated.,,,,,,,,,,,,
6437,02/10/2022 03:56:48,Q04_XOTHER,R_3e9afq60iGLRK2J,Q04_xother,later,later,,,,,,,,,,,,
6438,02/10/2022 03:56:48,Q04_XOTHER,R_2YgqkMLhK3BmOlK,Q04_xother,????????,Internet communication is sometimes not good,,,,,,,,,,,,
6439,02/10/2022 03:56:48,Q04_XOTHER,R_1FaEp9Hmr000Os8,Q04_xother,Réponse n'est pas encore satisfaisante,Answer is not yet satisfactory,,,,,,,,,,,,
6440,02/10/2022 03:56:48,Q04_XOTHER,R_3LXWnsimQUoDtsH,Q04_xother,??? ???? ?? ???? ???,Difficulty communicating due to call delays,,,,,,,,,,,,
6441,02/10/2022 03:56:48,Q04_XOTHER,R_1hxOpEr8mbqkPKz,Q04_xother,?????????????,To contact you through an agent,,,,,,,,,,,,
6442,02/10/2022 03:56:48,Q04_XOTHER,R_24AVWdItrBhxF8w,Q04_xother,"When I submit a support ticket online, I often don't receive a confirmation which I could show someone to prove I contacted Agilent on the matter","When I submit a support ticket online, I often don't receive a confirmation which I could show someone to prove I contacted Agilent on the matter",,,,,,,,,,,,
6443,02/10/2022 03:56:48,Q04_XOTHER,R_1JXarh5g9sHfDBs,Q04_xother,Non sono arrivati i pezzi di ricambio in tempo per la prima giornata di manutenzione. Sono arrivati durante la seconda giornata.,The spare parts did not arrive in time for the first day of maintenance. They arrived on the second day.,,,,,,,,,,,,
6444,02/10/2022 03:56:48,Q04_XOTHER,R_1gSLbxHM5qQl1ai,Q04_xother,"help line was not working, had to use a different number","help line was not working, had to use a different number",,,,,,,,,,,,
6445,02/10/2022 03:56:48,Q04_XOTHER,R_1CIKTlgDCRBlJMW,Q04_xother,?? ?? ? ?? ????? ???? ?? ?? ???? ?? ?? ??????.,"After reporting a failure, the equipment user is encouraged to try various things, causing a delay.",,,,,,,,,,,,
6446,02/10/2022 03:56:48,Q04_XOTHER,R_2YJw8HdnSO8lCkL,Q04_xother,"????? ???? ??? ??? ????? ?? ?? ??? ????? ? ?? ?? ?? ???? ?? ??? ????, ? ? ??? ???? ? ??? ????? ???? ???? ?? ?? ???.","When I was connected to the main phone line and called back for missed calls or for reasons such as schedules, a different person answered the phone every time and the explanation was repeated, and the content was not communicated smoothly between departments within Agilent, which was very inconvenient.",,,,,,,,,,,,
6447,02/10/2022 03:56:48,Q04_XOTHER,R_1jpJsp76RIhqUjw,Q04_xother,When needing to return a call I had to go through the whole automated system again. Having a direct phone # to the agilent technician would have saved a lot of time.,When needing to return a call I had to go through the whole automated system again. Having a direct phone # to the agilent technician would have saved a lot of time.,,,,,,,,,,,,
6448,02/10/2022 03:56:48,Q04_XOTHER,R_3dMTKh0RV8k4EhB,Q04_xother,Den richtigen Ansprechpartner bei Agilent zu finden...,Finding the right contact at Agilent...,,,,,,,,,,,,
6449,02/10/2022 03:56:48,Q04_XOTHER,R_a4z2opT24TVilkB,Q04_xother,????????????,Waiting time for automatic voice is troublesome,,,,,,,,,,,,
6450,02/10/2022 03:56:48,Q04_XOTHER,R_11aJZyJoZiuFueT,Q04_xother,"Identificaçaõ dos sistemas enviados por e-mail, tempo de resposta após e-mail, 3 visistas para resolver o problema resolvendo apenas quando qualificou o equipamento","Identification of systems sent by email, response time after email, 3 visits to resolve the problem, only resolving when the equipment was qualified",,,,,,,,,,,,
6451,02/10/2022 03:56:48,Q04_XOTHER,R_x33fIPyp4Vtew93,Q04_xother,?? ?? ??? ???? ???? ?? ????? ?? ?????,"I wanted to respond directly to the site, but it was inconvenient to try to solve it remotely first.",,,,,,,,,,,,
6452,02/10/2022 03:56:48,Q04_XOTHER,R_2YaZlyfSKWTY8hR,Q04_xother,El hecho de que sólo dispongan de un número de teléfono de pago,The fact that they only have a paid telephone number,,,,,,,,,,,,
6453,02/10/2022 03:56:48,Q04_XOTHER,R_s5cE5t7CLb9YyZj,Q04_xother,"Nous appelons pour le logiciel Openlab server et l'acceuil téléphonique commence par : ""science dela vie et de la terre"".....","We call for the Openlab server software and the telephone greeting begins with: ""life and earth science"".....",,,,,,,,,,,,
6454,02/10/2022 03:56:48,Q04_XOTHER,R_3EzPnuVtUqV92cu,Q04_xother,"Tiempo de respuesta infinito/ Cambio de fechas,  sin aviso etc.....","Infinite response time/ Change of dates, without notice etc.....",,,,,,,,,,,,
6455,02/10/2022 03:56:48,Q04_XOTHER,R_210Ya01HR4admwL,Q04_xother,les adresses mail étaient mélangés et les lieux d'intervention également,the email addresses were mixed and the locations of intervention as well,,,,,,,,,,,,
6456,02/10/2022 03:56:48,Q04_XOTHER,R_2711fUVZsc8qcx2,Q04_xother,Initial date after being arranged amongst our contract was given to another customer because of lack of visibility by the scheduling team during periods of annual leave.,Initial date after being arranged amongst our contract was given to another customer because of lack of visibility by the scheduling team during periods of annual leave.,,,,,,,,,,,,
6457,02/10/2022 03:56:48,Q04_XOTHER,R_0NzSgA8pjmxcQil,Q04_xother,"Estoy trabajando con uno de sus representantes y el contacto  no es de manera directa con el, hay q pasar por el conmutador","I am working with one of their representatives and the contact is not direct with him, you have to go through the switchboard",,,,,,,,,,,,
6458,02/10/2022 03:55:47,Q04_XOTHER,R_1n88YU9ITZZsFfv,Q04_xother,ease of finding a specific technical support phone number.,ease of finding a specific technical support phone number.,,,,,,,,,,,,
6459,02/10/2022 03:55:47,Q04_XOTHER,R_28UttuComGU8QBe,Q04_xother,my request was not given to the correct person,my request was not given to the correct person,,,,,,,,,,,,
6460,02/10/2022 03:55:47,Q04_XOTHER,R_3GfukII5s496epK,Q04_xother,All of the above listed on this page,All of the above listed on this page,,,,,,,,,,,,
6461,02/10/2022 03:55:47,Q04_XOTHER,R_2zkCkmStoa1E2UI,Q04_xother,this is a collaboration instrument. Getting to the source of the problem took some time.,this is a collaboration instrument. Getting to the source of the problem took some time.,,,,,,,,,,,,
